"Title"	"Year"	"Genres"	"Language"	"Country"	"Content Rating"	"Duration"	"Aspect Ratio"	"Budget"	"Gross Earnings"	"Director"	"Actor 1"	"Actor 2"	"Actor 3"	"Facebook Likes - Director"	"Facebook Likes - Actor 1"	"Facebook Likes - Actor 2"	"Facebook Likes - Actor 3"	"Facebook Likes - cast Total"	"Facebook likes - Movie"	"Facenumber in posters"	"User Votes"	"Reviews by Users"	"Reviews by Crtiics"	"IMDB Score"
"Made in Dagenham "	2010	"Biography|Comedy|Drama|History"	"English"	"UK"	"R"	113	2.35	7200000	1094798	"Nigel Cole"	"Bob Hoskins"	"Robbie Kay"	"Sally Hawkins"	13	5000	629	594	7692	0	6	11158	73	163	7.2
"Marmaduke "	2010	"Comedy|Family"	"English"	"USA"	"PG"	87	2.35	5e+07	33643461	"Tom Dey"	"Emma Stone"	"Judy Greer"	"Steve Coogan"	9	15000	2000	1000	20061	0	0	11257	65	98	4.2
"Meek's Cutoff "	2010	"Drama|Western"	"English"	"USA"	"PG"	104	1.33	NA	977600	"Kelly Reichardt"	"Bruce Greenwood"	"Zoe Kazan"	"Shirley Henderson"	129	991	962	887	3427	0	1	8204	98	200	6.5
"Megamind "	2010	"Action|Animation|Comedy|Family|Sci-Fi"	"English"	"USA"	"PG"	95	2.35	1.3e+08	148337537	"Tom McGrath"	"J.K. Simmons"	"Brad Pitt"	"Will Ferrell"	96	24000	11000	8000	46120	13000	3	172754	187	233	7.3
"Monsters "	2010	"Drama|Sci-Fi|Thriller"	"English"	"UK"	"R"	94	2.35	5e+05	237301	"Gareth Edwards"	"Scoot McNairy"	"Whitney Able"	"Ricky Catter"	380	660	280	113	1118	19000	0	75669	451	344	6.4
"Mooz-Lum "	2010	"Drama|Family"	"English"	"USA"	"PG-13"	94	NA	NA	NA	"Qasim Basir"	"Dorian Missick"	"Nia Long"	"Evan Ross"	13	1000	826	616	3288	0	1	919	14	8	6.7
"Morning Glory "	2010	"Comedy|Drama|Romance"	"English"	"USA"	"PG-13"	107	2.35	4e+07	30993544	"Roger Michell"	"Noah Bean"	"Patti D'Arbanville"	"Vanessa Aspillaga"	50	293	117	58	621	0	0	58871	156	212	6.5
"Mozart's Sister "	2010	"Biography|Drama|Music|Romance"	"French"	"France"	NA	120	1.85	NA	706622	"René Féret"	"Nicolas Giraud"	"Clovis Fouin"	"Marie Féret"	0	24	12	9	53	0	2	1213	17	50	6.4
"My Name Is Khan "	2010	"Adventure|Drama|Thriller"	"Hindi"	"India"	"PG-13"	128	2.35	1.2e+07	4018695	"Karan Johar"	"Shah Rukh Khan"	"Jimmy Shergill"	"Christopher B. Duncan"	160	8000	327	81	8532	27000	2	69759	235	210	8
"My Soul to Take "	2010	"Horror|Mystery|Thriller"	"English"	"USA"	"R"	107	2.35	2.5e+07	14637490	"Wes Craven"	"Frank Grillo"	"Emily Meade"	"Zena Grey"	0	798	374	255	2537	0	2	16411	136	160	4.8
"My Soul to Take "	2010	"Horror|Mystery|Thriller"	"English"	"USA"	"R"	107	2.35	2.5e+07	14637490	"Wes Craven"	"Frank Grillo"	"Emily Meade"	"Zena Grey"	0	798	374	255	2537	0	2	16411	136	160	4.8
"Nanny McPhee Returns "	2010	"Comedy|Family|Fantasy"	"English"	"UK"	"PG"	109	2.35	3.5e+07	28995450	"Susanna White"	"Daniel Mays"	"Bill Bailey"	"Eros Vlahos"	24	287	175	167	855	0	5	19230	59	97	6.1
"Never Let Me Go "	2010	"Drama|Romance|Sci-Fi"	"English"	"UK"	"R"	103	2.35	1.5e+07	2412045	"Mark Romanek"	"Andrew Garfield"	"Charlie Rowe"	"Charlotte Rampling"	132	10000	882	844	12867	33000	0	109873	320	328	7.2
"Nine Dead "	2010	"Crime|Drama|Horror|Mystery|Thriller"	"English"	"USA"	"R"	83	2.35	2e+06	NA	"Chris Shadley"	"Daniel Baldwin"	"William Lee Scott"	"Marc Macaulay"	0	413	167	107	1149	0	0	9280	64	25	5.5
"N-Secure "	2010	"Crime|Drama|Thriller"	"English"	"USA"	"R"	NA	2.35	NA	2592808	"David M. Matthews"	"Essence Atkins"	"Lamman Rucker"	"Tempestt Bledsoe"	8	713	607	394	3137	588	5	548	15	5	3.5
"Of Gods and Men "	2010	"Drama"	"French"	"France"	"PG-13"	122	2.35	4e+06	3950029	"Xavier Beauvois"	"Lambert Wilson"	"Michael Lonsdale"	"Olivier Rabourdin"	22	186	135	32	416	0	0	12411	89	195	7.2
"Our Family Wedding "	2010	"Comedy|Romance"	"English"	"USA"	"PG-13"	103	2.35	1.4e+07	20246959	"Rick Famuyiwa"	"America Ferrera"	"Lance Gross"	"Lupe Ontiveros"	44	953	849	625	3299	1000	2	5721	20	71	4.9
"Paranormal Activity 2 "	2010	"Horror"	"English"	"USA"	"R"	98	1.85	3e+06	84749884	"Tod Williams"	"Sprague Grayden"	"Molly Ephraim"	"Micah Sloat"	21	438	332	189	1081	14000	0	82133	359	264	5.7
"Percy Jackson & the Olympians: The Lightning Thief "	2010	"Adventure|Family|Fantasy"	"English"	"UK"	"PG"	118	2.35	9.5e+07	88761720	"Chris Columbus"	"Logan Lerman"	"Rosario Dawson"	"Steve Coogan"	0	8000	3000	1000	14024	9000	0	141179	419	217	5.9
"Piranha 3D "	2010	"Comedy|Horror"	"English"	"USA"	"R"	88	2.35	2.4e+07	25003072	"Alexandre Aja"	"Adam Scott"	"Kelly Brook"	"Jessica Szohr"	192	3000	859	847	5737	13000	0	72552	374	365	5.5
"Please Give "	2010	"Comedy|Drama"	"English"	"USA"	"R"	90	2.35	NA	4033268	"Nicole Holofcener"	"Oliver Platt"	"Thomas Ian Nicholas"	"Ann Morgan Guilbert"	132	1000	864	547	3692	0	0	9808	53	133	6.6
"Predators "	2010	"Action|Adventure|Sci-Fi|Thriller"	"English"	"USA"	"R"	107	2.35	4e+07	52000688	"Nimród Antal"	"Topher Grace"	"Alice Braga"	"Derek Mears"	190	2000	1000	520	4243	17000	0	171418	619	351	6.4
"Prince of Persia: The Sands of Time "	2010	"Action|Adventure|Fantasy|Romance"	"English"	"USA"	"PG-13"	116	2.35	2e+08	90755643	"Mike Newell"	"Jake Gyllenhaal"	"Richard Coyle"	"Reece Ritchie"	179	15000	567	236	16149	23000	2	222403	453	306	6.6
"Rabbit Hole "	2010	"Drama"	"English"	"USA"	"PG-13"	91	1.85	5e+06	2221809	"John Cameron Mitchell"	"Dianne Wiest"	"Jon Tenney"	"Tammy Blanchard"	263	967	289	192	1582	0	0	40618	144	248	7
"Ramona and Beezus "	2010	"Adventure|Comedy|Family|Fantasy"	"English"	"USA"	"G"	103	2.35	1.5e+07	26161406	"Elizabeth Allen Rosenbaum"	"Sierra McCormick"	"Hutch Dano"	"Jason Spevack"	20	512	316	125	1002	0	2	13874	52	81	6.7
"RED "	2010	"Action|Comedy|Crime|Thriller"	"English"	"USA"	"PG-13"	111	2.35	5.8e+07	90356857	"Robert Schwentke"	"Bruce Willis"	"Morgan Freeman"	"Jaqueline Fleming"	124	13000	11000	357	24928	32000	4	238916	328	315	7.1
"Redemption Road "	2010	"Drama"	"English"	"USA"	"PG-13"	95	2.35	NA	27012	"Mario Van Peebles"	"Tom Skerritt"	"Cinda McCain"	"Luke Perry"	535	1000	646	608	3586	279	4	440	9	12	5.9
"Reign of Assassins "	2010	"Action"	"Mandarin"	"China"	"R"	117	2.35	1.2e+07	NA	"Chao-Bin Su"	"Woo-sung Jung"	"Shawn Yue"	"Kelly Lin"	2	149	32	21	243	1000	2	6069	34	50	6.9
"Remember Me "	2010	"Drama|Romance"	"English"	"USA"	"PG-13"	113	1.85	1.6e+07	19057024	"Allen Coulter"	"Robert Pattinson"	"Lena Olin"	"Ruby Jerins"	47	21000	541	238	22088	24000	0	113963	361	158	7.2
"Repo Men "	2010	"Action|Crime|Sci-Fi|Thriller"	"English"	"USA"	"R"	119	2.35	3.2e+07	13763130	"Miguel Sapochnik"	"Alice Braga"	"RZA"	"Yvette Nicole Brown"	238	1000	561	447	2925	12000	0	87768	187	197	6.3
"Resident Evil: Afterlife "	2010	"Action|Adventure|Horror|Sci-Fi"	"English"	"Germany"	"R"	97	2.35	6e+07	60128566	"Paul W.S. Anderson"	"Milla Jovovich"	"Boris Kodjoe"	"Shawn Roberts"	545	14000	1000	529	16098	19000	1	131447	410	253	5.9
"Robin Hood "	2010	"Action|Adventure|Drama|History"	"English"	"USA"	"PG-13"	156	2.35	2e+08	105219735	"Ridley Scott"	"Mark Addy"	"William Hurt"	"Scott Grimes"	0	891	882	738	3244	17000	0	211765	546	343	6.7
"Rubber "	2010	"Comedy|Fantasy|Horror"	"English"	"France"	"R"	82	1.85	5e+05	98017	"Quentin Dupieux"	"Haley Ramm"	"Jack Plotnick"	"Cecelia Antoinette"	248	353	248	196	1498	46000	0	26185	170	230	5.8
"Rust "	2010	"Drama"	"English"	"Canada"	"PG"	95	1.78	250000	NA	"Corbin Bernsen"	"Corbin Bernsen"	"Lorne Cardinal"	"Kirsten Collins"	1000	1000	53	3	1056	141	1	300	8	3	5.7
"Salt "	2010	"Action|Crime|Mystery|Thriller"	"English"	"USA"	"PG-13"	101	2.35	1.1e+08	118311368	"Phillip Noyce"	"Angelina Jolie Pitt"	"Andre Braugher"	"August Diehl"	176	11000	702	282	12406	23000	1	245621	514	330	6.4
"Sarah's Key "	2010	"Drama|War"	"French"	"France"	"PG-13"	111	2.35	1e+07	7691700	"Gilles Paquet-Brenner"	"Kristin Scott Thomas"	"Aidan Quinn"	"Arben Bajraktaraj"	15	1000	767	121	2140	0	2	12937	73	136	7.5
"Saw 3D: The Final Chapter "	2010	"Horror|Mystery"	"English"	"Canada"	"R"	90	1.85	2e+07	45670855	"Kevin Greutert"	"Costas Mandylor"	"Gina Holden"	"Betsy Russell"	52	723	346	298	1978	12000	0	67978	279	178	5.6
"Scott Pilgrim vs. the World "	2010	"Action|Comedy|Fantasy|Romance"	"English"	"USA"	"PG-13"	112	1.85	6e+07	31494270	"Edgar Wright"	"Anna Kendrick"	"Kieran Culkin"	"Ellen Wong"	1000	10000	1000	719	12687	36000	0	273921	522	393	7.5
"Sea Rex 3D: Journey to a Prehistoric World "	2010	"Documentary"	"English"	"UK"	NA	41	1.78	5e+06	4074023	"Ronan Chapalain"	"Norbert Ferrer"	"Guillaume Denaiffe"	"Chloe Hollings"	0	55	0	0	55	89	0	296	4	7	6.9
"Secretariat "	2010	"Biography|Drama|Family|History|Sport"	"English"	"USA"	"PG"	123	2.35	3.5e+07	59699513	"Randall Wallace"	"Scott Glenn"	"Kevin Connolly"	"Dylan Walsh"	130	826	638	426	2259	0	0	20827	136	160	7.2
"Sex and the City 2 "	2010	"Comedy|Drama|Romance"	"English"	"USA"	"R"	146	1.85	1e+08	95328937	"Michael Patrick King"	"Chris Noth"	"Liza Minnelli"	"Kristin Davis"	127	962	740	722	4555	0	4	59581	293	221	4.3
"She's Out of My League "	2010	"Comedy|Romance"	"English"	"USA"	"R"	104	2.35	2e+07	31584722	"Jim Field Smith"	"Mike Vogel"	"Kim Shaw"	"Geoff Stults"	14	2000	934	756	5707	0	1	101730	131	180	6.4
"Shrek Forever After "	2010	"Adventure|Animation|Comedy|Family|Fantasy"	"English"	"USA"	"PG"	93	2.35	1.65e+08	238371987	"Mike Mitchell"	"Jon Hamm"	"Kathy Griffin"	"Mary Kay Place"	31	4000	225	213	4628	0	2	138661	173	226	6.4
"Shutter Island "	2010	"Mystery|Thriller"	"English"	"USA"	"R"	138	2.35	8e+07	127968405	"Martin Scorsese"	"Leonardo DiCaprio"	"Joseph Sikora"	"Nellie Sciutto"	17000	29000	223	163	29585	53000	0	786092	964	490	8.1
"Skyline "	2010	"Action|Sci-Fi|Thriller"	"English"	"USA"	"PG-13"	97	2.35	1e+07	21371425	"Colin Strause"	"David Zayas"	"Donald Faison"	"Brittany Daniel"	25	929	927	861	3679	13000	0	76199	944	221	4.4
"Somewhere "	2010	"Comedy|Drama"	"English"	"USA"	"R"	97	1.85	7e+06	1768416	"Sofia Coppola"	"Nathalie Fay"	"Chris Pontius"	"Erin Wasson"	0	227	218	106	684	0	0	35848	198	301	6.3
"Space Battleship Yamato "	2010	"Action|Adventure|Drama|Sci-Fi"	"Japanese"	"Japan"	"TV-14"	138	2.35	1.2e+07	NA	"Takashi Yamazaki"	"Takuya Kimura"	"Meisa Kuroki"	"Hiroyuki Ikeuchi"	7	84	33	16	164	0	0	4899	49	44	6.1
"Space Dogs "	2010	"Adventure|Animation|Comedy|Family"	"Russian"	"Russia"	"G"	85	NA	2.5e+07	NA	"Inna Evlannikova"	"Sergey Garmash"	"Evgeniy Mironov"	"Aleksandr Bashirov"	0	21	15	7	48	200	0	891	8	16	5.2
"Stake Land "	2010	"Drama|Horror|Sci-Fi"	"English"	"USA"	"R"	98	2.35	650000	18469	"Jim Mickle"	"Connor Paolo"	"Michael Cerveris"	"Nick Damici"	53	530	238	65	1038	0	1	34263	141	215	6.5
"Standing Ovation "	2010	"Musical"	"English"	"USA"	"PG"	105	NA	NA	531806	"Stewart Raffill"	"Kayla Jackson"	"Alexis Biesiada"	"Kayla Raparelli"	12	25	11	10	72	277	9	548	6	9	3.4
"Step Up 3D "	2010	"Drama|Music|Romance"	"English"	"USA"	"PG-13"	107	1.85	3e+07	42385520	"Jon M. Chu"	"Alyson Stoner"	"Stephen Boss"	"Facundo Lombard"	209	2000	594	357	4059	16000	0	47297	86	138	6.2
"Stone "	2010	"Drama|Thriller"	"English"	"USA"	"R"	105	2.35	2.2e+07	1796024	"John Curran"	"Robert De Niro"	"Milla Jovovich"	"Frances Conroy"	43	22000	14000	827	37766	0	1	34985	135	138	5.4
"Submarine "	2010	"Comedy|Drama|Romance"	"English"	"UK"	"R"	97	1.85	NA	466702	"Richard Ayoade"	"Craig Roberts"	"Paddy Considine"	"Sally Hawkins"	0	920	680	594	3275	17000	1	65877	100	249	7.3
"Super Hybrid "	2010	"Horror|Sci-Fi|Thriller"	"English"	"USA"	"PG-13"	94	2.35	1.3e+07	NA	"Eric Valette"	"Melanie Papalia"	"Ryan Kennedy"	"John Reardon"	2	259	165	156	711	0	0	1328	22	42	3.9
"Super "	2010	"Comedy|Crime|Drama"	"English"	"USA"	"R"	96	1.85	2500000	322157	"James Gunn"	"Linda Cardellini"	"Rainn Wilson"	"Paul T. Taylor"	571	2000	973	370	4590	19000	0	61787	203	238	6.8
"Takers "	2010	"Action|Crime|Thriller"	"English"	"USA"	"PG-13"	107	2.35	2e+07	57744720	"John Luessenhop"	"Paul Walker"	"Hayden Christensen"	"Jay Hernandez"	34	23000	4000	1000	31529	0	5	46961	132	119	6.2
"Tangled "	2010	"Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance"	"English"	"USA"	"PG"	100	1.85	2.6e+08	200807262	"Nathan Greno"	"Brad Garrett"	"Donna Murphy"	"M.C. Gainey"	15	799	553	284	2036	29000	1	294810	387	324	7.8
"The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It "	2010	"Comedy"	"English"	"USA"	"R"	82	1.85	1300000	NA	"Craig Moss"	"Noureen DeWulf"	"Bryan Callen"	"Matt Crabtree"	19	700	460	134	1499	0	3	5579	42	16	2.7
"The 5th Quarter "	2010	"Biography|Drama|Sport"	"English"	"USA"	"PG"	90	1.85	6e+06	399611	"Rick Bieber"	"Aidan Quinn"	"Kendrick Cross"	"Sammy Nagi Njuguna"	11	767	529	316	2370	0	2	1245	29	16	5.7
"The American "	2010	"Crime|Drama|Thriller"	"English"	"USA"	"R"	105	2.35	2e+07	35596227	"Anton Corbijn"	"Violante Placido"	"Thekla Reuten"	"Filippo Timi"	210	978	191	101	1454	10000	1	79461	463	333	6.3
"The Back-up Plan "	2010	"Comedy|Romance"	"English"	"USA"	"PG-13"	104	2.35	3.5e+07	37481242	"Alan Poul"	"Danneel Ackles"	"Noureen DeWulf"	"Tom Bosley"	16	1000	700	584	3356	0	0	40654	97	148	5.3
"The Book of Eli "	2010	"Action|Adventure|Drama|Thriller"	"English"	"USA"	"R"	118	2.35	8e+07	94822707	"Albert Hughes"	"Denzel Washington"	"Mila Kunis"	"Gary Oldman"	117	18000	15000	10000	44797	20000	0	227072	560	325	6.9
"The Bounty Hunter "	2010	"Action|Comedy|Romance"	"English"	"USA"	"PG-13"	110	2.35	4e+07	67061228	"Andy Tennant"	"Gerard Butler"	"Dorian Missick"	"Peter Greene"	72	18000	1000	789	21554	0	1	96565	135	161	5.5
"The Christmas Bunny "	2010	"Drama|Family"	"English"	"USA"	"PG"	98	NA	250000	NA	"Tom Seidman"	"Florence Henderson"	"Derek Brandon"	"Charles Irving Beale"	3	337	168	104	694	0	2	450	10	4	6.2
"The Chronicles of Narnia: The Voyage of the Dawn Treader "	2010	"Adventure|Family|Fantasy"	"English"	"USA"	"PG"	113	1.78	1.55e+08	104383624	"Michael Apted"	"Bruce Spence"	"Shane Rangi"	"Laura Brent"	150	531	82	59	764	11000	4	106446	227	228	6.3
"The Conspirator "	2010	"Crime|Drama|History"	"English"	"USA"	"PG-13"	122	2.35	2.5e+07	11538204	"Robert Redford"	"Robin Wright"	"Tom Wilkinson"	"Stephen Root"	0	18000	1000	939	21163	0	0	23696	135	199	7
"The Crazies "	2010	"Horror|Thriller"	"English"	"USA"	"R"	101	2.35	2e+07	39103378	"Breck Eisner"	"Radha Mitchell"	"Glenn Morshower"	"John Aylward"	42	991	894	219	2609	0	0	93272	251	308	6.5
"The Dead Undead "	2010	"Action|Horror|Sci-Fi"	"English"	"USA"	"R"	89	1.85	1100000	NA	"Matthew R. Anderson"	"Johnny Pacar"	"Vernon Wells"	"Matthew R. Anderson"	252	1000	745	252	2510	444	1	737	15	17	3
"The Debt "	2010	"Drama|Thriller"	"English"	"USA"	"R"	113	2.35	2e+07	31146570	"John Madden"	"Tom Wilkinson"	"Jesper Christensen"	"Romi Aboulafia"	108	1000	100	22	1136	0	3	55441	165	258	6.9
"The Expendables "	2010	"Action|Adventure|Thriller"	"English"	"USA"	"R"	113	2.35	8e+07	102981571	"Sylvester Stallone"	"Jason Statham"	"Sylvester Stallone"	"Jet Li"	13000	26000	13000	5000	46355	57000	9	270226	741	424	6.5
"The Extra Man "	2010	"Comedy"	"English"	"USA"	"R"	108	2.35	7e+06	453079	"Shari Springer Berman"	"Lynn Cohen"	"Marian Seldes"	"Dan Hedaya"	30	474	403	281	2029	916	4	4124	29	104	5.9
"The Fighter "	2010	"Biography|Drama|Sport"	"English"	"USA"	"R"	116	2.35	2.5e+07	93571803	"David O. Russell"	"Christian Bale"	"Jack McGee"	"Melissa McMeekin"	737	23000	238	141	23811	36000	2	275869	389	410	7.9
"The Ghost Writer "	2010	"Mystery|Thriller"	"English"	"France"	"PG-13"	128	2.35	4.5e+07	15523168	"Roman Polanski"	"Jim Belushi"	"Olivia Williams"	"Timothy Hutton"	2000	854	766	501	2507	15000	2	132423	349	343	7.2
"The Grace Card "	2010	"Drama"	"English"	"USA"	"PG-13"	101	NA	2e+05	2428241	"David G. Evans"	"Michael Joiner"	"Chris Thomas"	"Michael Higgenbottom"	0	77000	21	16	77046	0	7	2099	26	25	6.4
"The Kids Are All Right "	2010	"Comedy|Drama"	"English"	"USA"	"R"	106	1.85	3500000	20803237	"Lisa Cholodenko"	"Josh Hutcherson"	"Mia Wasikowska"	"Yaya DaCosta"	450	14000	3000	712	18645	16000	1	110616	291	323	7.1
"The Killer Inside Me "	2010	"Crime|Drama|Thriller"	"English"	"USA"	"R"	109	2.35	1.3e+07	214966	"Michael Winterbottom"	"Liam Aiken"	"Ned Beatty"	"Jay R. Ferguson"	187	818	467	204	1813	0	0	28483	176	225	6.1
"The King's Speech "	2010	"Biography|Drama|History|Romance"	"English"	"UK"	"R"	118	1.85	1.5e+07	138795342	"Tom Hooper"	"Colin Firth"	"Jennifer Ehle"	"Derek Jacobi"	0	14000	1000	520	15732	64000	0	503631	636	479	8
"The Last Airbender "	2010	"Action|Adventure|Family|Fantasy"	"English"	"USA"	"PG"	103	2.35	1.5e+08	131564731	"M. Night Shyamalan"	"Seychelle Gabriel"	"Noah Ringer"	"Aasif Mandvi"	0	1000	756	346	2857	18000	0	118951	1382	280	4.2
"The Last Exorcism "	2010	"Drama|Horror|Thriller"	"English"	"France"	"PG-13"	87	1.85	1800000	40990055	"Daniel Stamm"	"Caleb Landry Jones"	"Ashley Bell"	"Patrick Fabian"	13	463	400	308	1958	0	0	41509	300	311	5.6
"The Last Godfather "	2010	"Comedy"	"English"	"South Korea"	"PG-13"	100	1.78	13400000	163591	"Hyung-rae Shim"	"Jason Mewes"	"Stephanie Danielson"	"Michael Rispoli"	26	898	391	385	2895	502	5	912	17	4	3.6
"The Last Song "	2010	"Drama|Family|Music|Romance"	"English"	"USA"	"PG"	107	2.35	2e+07	62933793	"Julie Anne Robinson"	"Kelly Preston"	"Bobby Coleman"	"Melissa Ordway"	30	742	360	318	2341	10000	1	62421	185	123	5.8
"The Losers "	2010	"Action|Crime|Drama|Mystery|Thriller"	"English"	"USA"	"PG-13"	97	2.35	2.5e+07	23527955	"Sylvain White"	"Chris Evans"	"Jason Patric"	"Óscar Jaenada"	41	11000	673	619	12841	0	1	74691	165	213	6.4
"The Names of Love "	2010	"Comedy|Drama|Romance"	"French"	"France"	"R"	100	1.85	4600000	513836	"Michel Leclerc"	"Sara Forestier"	"Jacques Gamblin"	"Zinedine Soualem"	3	74	52	9	143	0	1	6304	21	87	7.2
"The Next Three Days "	2010	"Crime|Drama|Romance|Thriller"	"English"	"USA"	"PG-13"	133	2.35	3.5e+07	21129348	"Paul Haggis"	"Olivia Wilde"	"Daniel Stern"	"Aisha Hinds"	549	10000	796	343	11799	27000	0	146364	237	239	7.4
"The Nutcracker in 3D "	2010	"Action|Family|Fantasy|Musical"	"English"	"UK"	"PG"	110	2.35	9e+07	190562	"Andrey Konchalovskiy"	"Shirley Henderson"	"Nathan Lane"	"Richard E. Grant"	96	887	886	554	2728	788	0	2508	24	47	4.4
"The Other Guys "	2010	"Action|Comedy|Crime"	"English"	"USA"	"PG-13"	116	2.35	1e+08	119219978	"Adam McKay"	"Dwayne Johnson"	"Will Ferrell"	"Derek Jeter"	285	12000	8000	107	20233	16000	2	189806	316	265	6.7
"The Perfect Host "	2010	"Comedy|Crime|Thriller"	"English"	"USA"	"R"	93	1.85	5e+05	48430	"Nick Tomnay"	"David Hyde Pierce"	"Clayne Crawford"	"Nathaniel Parker"	11	443	298	271	1452	0	1	20176	73	112	6.8
"The Reef "	2010	"Horror|Thriller"	"English"	"Australia"	"R"	94	2.35	NA	NA	"Andrew Traucki"	"Damian Walshe-Howling"	"Gyton Grantley"	"Adrienne Pickering"	10	122	109	72	375	0	0	11950	89	102	5.8
"The Runaways "	2010	"Biography|Drama|Music"	"English"	"USA"	"R"	106	2.35	1e+07	3571735	"Floria Sigismondi"	"Kristen Stewart"	"Scout Taylor-Compton"	"Johnny Lewis"	50	17000	908	741	21711	0	2	39260	129	259	6.6
"The Social Network "	2010	"Biography|Drama"	"English"	"USA"	"PG-13"	120	2.35	4e+07	96917897	"David Fincher"	"Andrew Garfield"	"Dustin Fitzsimons"	"Marcella Lentz-Pope"	21000	10000	349	81	10555	74000	0	479453	696	556	7.7
"The Sorcerer's Apprentice "	2010	"Action|Adventure|Family|Fantasy"	"English"	"USA"	"PG"	109	2.35	1.5e+08	63143812	"Jon Turteltaub"	"Nicolas Cage"	"Omar Benson Miller"	"Robert Capron"	226	12000	418	370	13388	11000	0	124185	238	235	6.1
"The Spy Next Door "	2010	"Action|Comedy|Family"	"English"	"USA"	"PG"	94	1.85	2.8e+07	24268828	"Brian Levant"	"Madeline Carroll"	"Amber Valletta"	"George Lopez"	32	1000	626	453	3436	0	4	29971	71	97	5.4
"The Switch "	2010	"Comedy|Drama|Romance"	"English"	"USA"	"PG-13"	101	2.35	1.9e+07	27758465	"Josh Gordon"	"Caroline Dhavernas"	"Scott Elrod"	"Kelli Barrett"	8	544	449	110	1292	0	2	77987	120	181	6.1
"The Tempest "	2010	"Comedy|Drama|Fantasy|Romance"	"English"	"USA"	"PG-13"	110	2.35	2e+07	263365	"Julie Taymor"	"Djimon Hounsou"	"Reeve Carney"	"Tom Conti"	278	3000	602	181	3785	0	2	6147	36	92	5.4
"The Tourist "	2010	"Action|Romance|Thriller"	"English"	"USA"	"PG-13"	103	2.35	1e+08	67631157	"Florian Henckel von Donnersmarck"	"Johnny Depp"	"Angelina Jolie Pitt"	"Rufus Sewell"	207	40000	11000	3000	55175	25000	0	176598	374	321	6
"The Tourist "	2010	"Action|Romance|Thriller"	"English"	"USA"	"PG-13"	103	2.35	1e+08	67631157	"Florian Henckel von Donnersmarck"	"Johnny Depp"	"Angelina Jolie Pitt"	"Rufus Sewell"	207	40000	11000	3000	55175	25000	0	176606	374	321	6
"The Town "	2010	"Crime|Drama|Thriller"	"English"	"USA"	"R"	150	2.35	3.7e+07	92173235	"Ben Affleck"	"Jeremy Renner"	"Jon Hamm"	"Owen Burke"	0	10000	4000	206	14296	29000	7	280228	420	378	7.6
"The Twilight Saga: Eclipse "	2010	"Adventure|Drama|Fantasy|Romance"	"English"	"USA"	"PG-13"	124	2.35	6.8e+07	300523113	"David Slade"	"Robert Pattinson"	"Kristen Stewart"	"Anna Kendrick"	171	21000	17000	10000	52547	29000	3	184637	498	293	4.9
"The Virginity Hit "	2010	"Comedy"	"English"	"USA"	"R"	86	1.85	3400000	535249	"Huck Botko"	"Matt Bennett"	"Krysta Rodriguez"	"Zack Pearlman"	10	189	131	126	768	974	0	3467	13	46	4.6
"The Warrior's Way "	2010	"Action|Fantasy|Western"	"English"	"New Zealand"	"R"	100	2.35	4.5e+07	5664251	"Sngmoo Lee"	"Tony Cox"	"Dong-gun Jang"	"Jed Brophy"	19	624	489	433	2056	0	1	22309	102	95	6.3
"The Wolfman "	2010	"Drama|Fantasy|Horror|Thriller"	"English"	"USA"	"R"	119	1.85	1.5e+08	61937495	"Joe Johnston"	"Anthony Hopkins"	"Simon Merrells"	"Art Malik"	394	12000	490	162	13071	0	0	89442	432	357	5.8
"Tiny Furniture "	2010	"Comedy|Drama|Romance"	"English"	"USA"	"Not Rated"	98	2.35	65000	389804	"Lena Dunham"	"Lena Dunham"	"Merritt Wever"	"Jemima Kirke"	969	969	529	433	2530	0	0	11816	35	113	6.3
"Toy Story 3 "	2010	"Adventure|Animation|Comedy|Family|Fantasy"	"English"	"USA"	"G"	103	1.85	2e+08	414984497	"Lee Unkrich"	"Tom Hanks"	"John Ratzenberger"	"Don Rickles"	125	15000	1000	721	19085	30000	3	544884	733	453	8.3
"Tracker "	2010	"Action|Adventure|Drama|Western"	"English"	"New Zealand"	"R"	102	2.35	6500000	NA	"Ian Sharp"	"Ray Winstone"	"Jed Brophy"	"Temuera Morrison"	9	1000	433	368	1904	830	0	2892	18	12	6.5
"Trollhunter "	2010	"Comedy|Drama|Fantasy|Horror"	"Norwegian"	"Norway"	"PG-13"	103	1.85	19900000	252652	"André Øvredal"	"Otto Jespersen"	"Johanna Mørck"	"Glenn Erland Tosterud"	12	29	4	4	44	38000	0	54104	199	337	7
"TRON: Legacy "	2010	"Action|Adventure|Sci-Fi"	"English"	"USA"	"PG"	125	2.35	1.7e+08	172051787	"Joseph Kosinski"	"Jeff Bridges"	"Olivia Wilde"	"James Frain"	364	12000	10000	1000	25550	30000	0	264183	665	469	6.8
"TRON: Legacy "	2010	"Action|Adventure|Sci-Fi"	"English"	"USA"	"PG"	125	2.35	1.7e+08	172051787	"Joseph Kosinski"	"Jeff Bridges"	"Olivia Wilde"	"James Frain"	364	12000	10000	1000	25549	30000	0	264186	665	469	6.8
